business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,hex_id
OPERATIONAL,"{'location': {'lat': 24.7795751, 'lng': 67.08960490000001}, 'viewport': {'northeast': {'lat': 24.7809837302915, 'lng': 67.09088058029151}, 'southwest': {'lat': 24.7782857697085, 'lng': 67.08818261970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Flamme,{'open_now': False},"[{'height': 850, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111278842835152351648"">Flamme</a>'], 'photo_reference': 'AUGGfZkzhOQfD_G0f3NN2KzGI-PaQS_edF-iAelobFpWFnTfcS-MCbgddcRzY7drY0Cn2Nch00uGHTrSTxHCGcFZkdtDH23mK6GGcv4UKfiA4TAKys2VgP5tut3vOaiOrsdvsXhcxuXrIGsrfn8SCjyFD_wkrVXLhWh34EsSch1TwJkisWOw', 'width': 850}]",ChIJS_JyviQ9sz4RTzes1ENs6xA,"{'compound_code': 'Q3HQ+RR Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3HQ+RR'}",4.1,ChIJS_JyviQ9sz4RTzes1ENs6xA,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",256.0,"Khayaban-e-Shaheen, DHA Karachi Phase VIII Zone B Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.7884535, 'lng': 67.07852}, 'viewport': {'northeast': {'lat': 24.78977788029151, 'lng': 67.07984528029151}, 'southwest': {'lat': 24.7870799197085, 'lng': 67.0771473197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Marya's Cafe,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113325023397087599582"">Protected (Hoori)</a>'], 'photo_reference': 'AUGGfZmHhuG5NOAGxkdoZxu9sONXd-yqclax9jzTUmm6PuEClWRJpwMM_JpCDTxqS4WcneUhXqatPLWK4eo3gDs23fLJ_jjBUmKKR6Ueg1kwGmgM-XC6LplXUyIvKdqmlbm7lbW2bJrHw8zf5LtM6jg4qzdnrqxz416rCK1PfvPpNZP3Fas9', 'width': 1920}]",ChIJO0oW8P49sz4RpoVWNpAu-Vw,"{'compound_code': 'Q3QH+9C Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3QH+9C'}",3.8,ChIJO0oW8P49sz4RpoVWNpAu-Vw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",67.0,"Building 67C, Lane 5, D.H.A. Phase 8 Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.787673, 'lng': 67.0789274}, 'viewport': {'northeast': {'lat': 24.7889395802915, 'lng': 67.0801953302915}, 'southwest': {'lat': 24.7862416197085, 'lng': 67.0774973697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TRIFIT LTD. HEAD OFFICE,{'open_now': False},"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103084813024724939608"">Dr. Akbar Zubairi</a>'], 'photo_reference': 'AUGGfZlth-h8kyyTwVrQZjFvcjUoSndEWpJMoAgOY36b0dkX-jmQvTPIwkHYCe0TeuJ-TonFXIGKMMKEeHD1XSxJAVphbHGctWsRQEv3l3pAvDdPUZ37SK6zr1vEG6jHa7UX8emzLBU46EkWPvQAkrGJ57RNNqAy-qeD0d59Jd7t2k6zKQty', 'width': 9248}]",ChIJRYyji0s9sz4RjWRFGajrxjU,"{'compound_code': 'Q3QH+3H Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3QH+3H'}",4.6,ChIJRYyji0s9sz4RjWRFGajrxjU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",58.0,"93-C Main, Khayaban-e-Shaheen, D.H.A. Phase 8 Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.7905144, 'lng': 67.0775517}, 'viewport': {'northeast': {'lat': 24.7918858302915, 'lng': 67.07887443029149}, 'southwest': {'lat': 24.7891878697085, 'lng': 67.07617646970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Emdrawsart Studio,{'open_now': True},"[{'height': 3183, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104377481907202203440"">Eman L</a>'], 'photo_reference': 'AUGGfZnKuVxu3O7wKPPEyriYen-Rwp24jqI6LKbs_ikCejWeNAih3UOJ_BW5PwKUalkztszav5-R6yazG6OGCfpwWBh0mKugdKPFlIKEjJPEdjdK36abcGv9XAPd62N9M5ayHD8mf-mFc_C-lfYYBCq_bGF55-UiYRe5NFhzjetimdWGPyo_', 'width': 5061}]",ChIJQ3bwz3A9sz4REmGmQQty3u8,"{'compound_code': 'Q3RH+62 Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3RH+62'}",5.0,ChIJQ3bwz3A9sz4REmGmQQty3u8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,"2, Phase, 8 Zulfiqar Street No. 3, DHA Karachi Phase VIII Zone A Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.78825399999999, 'lng': 67.0784184}, 'viewport': {'northeast': {'lat': 24.7896603302915, 'lng': 67.07981863029151}, 'southwest': {'lat': 24.78696236970849, 'lng': 67.07712066970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Daily Dozze,{'open_now': False},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115978912752184484658"">Sheheryar Khan (Sherry)</a>'], 'photo_reference': 'AUGGfZlBXkMnAcoJz6fdtyL7QNe3BWQWUwjJrlMYjuYKlCizHiVfXilhP3Sxmme6nIvkw3jL028n-lJ5KUZRtplRblu-qM5gt1CqaAc58gWbZVxbduRuW359wIE5dZOuSw9Fmih_8wsQ6W_iSIbrKpSaC0inCxWUmHmULnX0RybEcO6Ce4PG', 'width': 1600}]",ChIJafx1J2A9sz4RGByqPn8AeZo,"{'compound_code': 'Q3QH+89 Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3QH+89'}",4.1,ChIJafx1J2A9sz4RGByqPn8AeZo,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",452.0,"Al Murtaza, street no.5, D.H.A. Phase 8 Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.7900358, 'lng': 67.0775726}, 'viewport': {'northeast': {'lat': 24.79137063029151, 'lng': 67.0789100302915}, 'southwest': {'lat': 24.7886726697085, 'lng': 67.07621206970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Lepos Cafe,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115539530053119600320"">Lepos Cafe</a>'], 'photo_reference': 'AUGGfZn-zpMAL0ikj3oseJt-AWdgyWGe-mW8DCvhtuGk1UZkdAL_5Dnr7OhrVNuQlO7p4VtvwT725FpAJfHLfNGSS8CfL1Y6diYydLSIvQW886FdOop66MsCbPFjxbBZHfdkMi-rOs5YLNE1gQB4RFXSFM-nWTF3_WulLoFCWEujXBYNhO0w', 'width': 3024}]",ChIJo--oX8A9sz4RXiVGJ6ifvBw,"{'compound_code': 'Q3RH+22 Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3RH+22'}",,ChIJo--oX8A9sz4RXiVGJ6ifvBw,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,"36C, Zulfiqar Commercial, Street 3, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.7907487, 'lng': 67.07722319999999}, 'viewport': {'northeast': {'lat': 24.7920972802915, 'lng': 67.07857183029151}, 'southwest': {'lat': 24.78939931970849, 'lng': 67.0758738697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Vox Coffee,{'open_now': False},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112253568257191810015"">Vox Coffee</a>'], 'photo_reference': 'AUGGfZnyBffaNRJy8fkcoM4zBCcbby34InYBj-CrGaWZBAHEx2xBTP5MGsApeYc0crTwSbSBXR5pJBDx5tMo-oEbs3C3WiYvrsLzfNNDrvP3Tb1V2sg7lullbtIJVQcQe2qzwYUTZkLT1AUUzt1WVkKl3lUNb3LO9ygFOToeSgmN_LTmwHcD', 'width': 3840}]",ChIJz1LE_ZY9sz4R9WRAck-1U9g,"{'compound_code': 'Q3RG+7V Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9Q3RG+7V'}",4.8,ChIJz1LE_ZY9sz4R9WRAck-1U9g,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",57.0,"Shop 2, Building 11-C, 2 Zulfiqar Street 1, DHA Phase 8A, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.79157339999999, 'lng': 67.07678250000001}, 'viewport': {'northeast': {'lat': 24.7929512302915, 'lng': 67.0780949802915}, 'southwest': {'lat': 24.7902532697085, 'lng': 67.07539701970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Espresso @ House of Bougainvillea,{'open_now': True},,ChIJK_rsbgA9sz4Ruucv4Tkboo8,,5.0,ChIJK_rsbgA9sz4Ruucv4Tkboo8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",1.0,"Q3RG+MP3, D.H.A. Phase 8 Zulfiqar & Al Murtaza Commercial Area Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.7898474, 'lng': 67.0767758}, 'viewport': {'northeast': {'lat': 24.7911652302915, 'lng': 67.0780939302915}, 'southwest': {'lat': 24.7884672697085, 'lng': 67.07539596970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Zee Naan Cafe,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105518805622645629895"">Mudassir Jalil</a>'], 'photo_reference': 'AUGGfZnrlOiBvPVHPAy1QLq7hyi9jBhW9WpWmpYlHuWITK5AbQ0fmd3adClBpqDlIXpJwDoEpDjgcjHeVo9qMV-3KUHyNwrzJYXMpPopsuizhi2ADcJQ4W3ymvXFhnPHEaxwlbLNx--oILgn8nonOUgLk6Ab5jjodTllXOyFyxRT6i4Jg8Pv', 'width': 1920}]",ChIJoZAaVgA9sz4RqegWUKr57ac,,4.4,ChIJoZAaVgA9sz4RqegWUKr57ac,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",16.0,"Q3QG+WPJ, Zulfiqar Street 18, D.H.A. Phase 8 Zone B Phase 8 Defence Housing Authority, Karachi",8642e44afffffff
OPERATIONAL,"{'location': {'lat': 24.8012768, 'lng': 67.0765992}, 'viewport': {'northeast': {'lat': 24.8026559302915, 'lng': 67.07790998029151}, 'southwest': {'lat': 24.79995796970849, 'lng': 67.0752120197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Drop Coffee,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117280719781614728938"">Shaikh Yahya Bakhtiar .</a>'], 'photo_reference': 'AUGGfZlp-eFa7VnpMulAKLquPk5ZipmvExbbs6MhFDTc4iO_cbYgpE8tafybzq7Vg-docYVeXvHByXKSyGp73dYHYEEFA858SM2-eibwae1tblQcc0laa0pxRf1J7xxWrJPdE7ZFLkhv2hDakiuDmWPWQUxnp2ZuRYiRHy1s1sDQFZiZ_Ide', 'width': 4032}]",ChIJEV3qb1M9sz4RIv6TIL8gJXs,"{'compound_code': 'R32G+GJ Defence Housing Authority, Karachi, Pakistan', 'global_code': '7JP9R32G+GJ'}",4.3,ChIJEV3qb1M9sz4RIv6TIL8gJXs,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",392.0,Pakistan,8642e44afffffff
