business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,price_level,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.9269467, 'lng': 67.03255159999999}, 'viewport': {'northeast': {'lat': 24.9283216302915, 'lng': 67.0338650302915}, 'southwest': {'lat': 24.92562366970849, 'lng': 67.03116706970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cafe Golden Gate,{'open_now': False},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110344942808564047921"">Azhar Hussain Alvi</a>'], 'photo_reference': 'AUGGfZln3A2i1c9R4pyy_5J0uDvdaxYBjVVH-dyDySR7dy5kH04WY-9G9qVQgRmO4KmS7wu7zQV59NBVGvbp-Z9SAAVDK_TSR8H9z4NF-ZA-5OJxuaK1cmCEOCJ4-9DEy8Hsg4ZEMB-H9alvvisCQtTxDg-kKhGVWyoQKELNF1NnGfG4lRgb', 'width': 3456}]",ChIJCbCHiBk_sz4RB57UkV4C47s,,4.3,ChIJCbCHiBk_sz4RB57UkV4C47s,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",276.0,"W2GM+Q2F, Unnamed Road, Block A Block A North Nazimabad Town, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9263854, 'lng': 67.0306257}, 'viewport': {'northeast': {'lat': 24.9276838302915, 'lng': 67.0319312302915}, 'southwest': {'lat': 24.9249858697085, 'lng': 67.02923326970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Farooq jan cafe,,,ChIJ3_48k2A_sz4RKt-SuCslCiQ,,,ChIJ3_48k2A_sz4RKt-SuCslCiQ,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"Matric Board Office, near Jinnah College for Girls, Block A Block A North Nazimabad Town, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9261492, 'lng': 67.0315035}, 'viewport': {'northeast': {'lat': 24.9274777302915, 'lng': 67.0328537802915}, 'southwest': {'lat': 24.92477976970849, 'lng': 67.03015581970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta abasin hotel,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116872555360376658707"">Wasay Mirza</a>'], 'photo_reference': 'AUGGfZlJvsoYpMDnN9tEbCsEUfVpnWbguI3ySRLcc8u2o4rnmBueCgC_NcXULPMOBCv05e8SmK88t-ebnhJ_CdFrHL8KSE2IJZ0pF5_A1cVKdavuEw1yFuV0LpopMOKQQ-Lcy9q-tX_G7lSs9Bep13jRPaN9ZjnNYbj1QpFJrt9g9ZRS0z18', 'width': 2322}]",ChIJs0HyZyw_sz4R3iJzDud7Vzc,,4.8,ChIJs0HyZyw_sz4R3iJzDud7Vzc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,"Sd-8, Block A North Nazimabad Town, Karachi","{'compound_code': 'W2GJ+FJ North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2GJ+FJ'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9359562, 'lng': 67.03679679999999}, 'viewport': {'northeast': {'lat': 24.9373784302915, 'lng': 67.0381427802915}, 'southwest': {'lat': 24.9346804697085, 'lng': 67.03544481970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,M.K nobake treats,{'open_now': False},,ChIJoboKePQ_sz4R2aPeDNmiwyg,,4.0,ChIJoboKePQ_sz4R2aPeDNmiwyg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,"Plot A, 159 Block D, Block C North Nazimabad Town, Karachi","{'compound_code': 'W2PP+9P North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2PP+9P'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9246289, 'lng': 67.0304459}, 'viewport': {'northeast': {'lat': 24.9259142802915, 'lng': 67.03181598029151}, 'southwest': {'lat': 24.9232163197085, 'lng': 67.0291180197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Khalid Cold,{'open_now': False},"[{'height': 350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100847694674105389424"">Kamran Wali</a>'], 'photo_reference': 'AUGGfZmMj6K-qHZHINYy2xblGfbUmwdaKcq903uVuojkBu5zXTTn80FQaDrdWYwK-FbY_beJXY2KuO-jLcwfzyNRK6SKeISqAstVocLDE44YenUTjvgVru8BkLH7_PB_UAF-yyuxp-qOIrFSXlrKZjQe6TktJqZB_CFonfaQ4HowY1cFBMFO', 'width': 700}]",ChIJUZOMEZE_sz4RqALRtmKXksQ,1.0,4.4,ChIJUZOMEZE_sz4RqALRtmKXksQ,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,"W2FJ+V54, Block 5 Nazimabad, Karachi",,,8642e4427ffffff
CLOSED_TEMPORARILY,"{'location': {'lat': 24.9324588, 'lng': 67.03894269999999}, 'viewport': {'northeast': {'lat': 24.9338188802915, 'lng': 67.04027098029151}, 'southwest': {'lat': 24.9311209197085, 'lng': 67.0375730197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Fermento North Nazimabad,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105998021694487708062"">Hamza Junaidy</a>'], 'photo_reference': 'AUGGfZmJkMIZTYNNb6Xqm5U5xE2XJfhrjoJRWSJNnFrNQZd3PMuI7Qt3TkL4CaF-2ElfuOlC47Pko9fvgQr9yNlx8ARVFEy21Rf_BwNNGWTcCw3fwdLO4ZoiadBExmW_ET1CCxD8VcdrGIUwr50TIpnVzLV0yYP-TncR3Y6rS5B2EU9KX_vC', 'width': 3468}]",ChIJi5mps1s_sz4RjNBSlTo2ouw,,4.6,ChIJi5mps1s_sz4RjNBSlTo2ouw,GOOGLE,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",76.0,"Block F, Karachi","{'compound_code': 'W2JQ+XH Block F North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2JQ+XH'}",True,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9270779, 'lng': 67.0381785}, 'viewport': {'northeast': {'lat': 24.9284496802915, 'lng': 67.03954808029151}, 'southwest': {'lat': 24.9257517197085, 'lng': 67.0368501197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Hotel Tariq Market,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109659130341892209864"">Reliable Tv pk</a>'], 'photo_reference': 'AUGGfZmYci78RMDg0t9MS4xItYbg5JGfX1aLF3vwPvxAYAEFPnUkH8yAEm2yWrw_HBFA-xki6x8fIYpHGDLqxtPn6zMlgMJjdbgwPQ7d_o9fKhZFPIE_O7To73puVMZe0CQXfgC7LRp4zgNOjRN89lqHpUnDtnrCxTCX8TUWVthdJjocE0sP', 'width': 3264}]",ChIJf4WTBZs_sz4R6YDitPZqZ-g,1.0,3.9,ChIJf4WTBZs_sz4R6YDitPZqZ-g,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",96.0,"W2GQ+R7M, Block B North Nazimabad Town, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9368997, 'lng': 67.0224628}, 'viewport': {'northeast': {'lat': 24.9382695302915, 'lng': 67.02384143029151}, 'southwest': {'lat': 24.9355715697085, 'lng': 67.02114346970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Karachi peerabad,,,ChIJNRBHwog_sz4R36s0PglydBM,,,ChIJNRBHwog_sz4R36s0PglydBM,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"W2PC+RRX, Muslimabad Hill, peeraabad, naar noor hawatgul, cafeshop","{'compound_code': 'W2PC+QX Muslimabad Hill, Karachi, Pakistan', 'global_code': '7JP9W2PC+QX'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9361938, 'lng': 67.0393945}, 'viewport': {'northeast': {'lat': 24.9375198302915, 'lng': 67.0406929802915}, 'southwest': {'lat': 24.93482186970849, 'lng': 67.03799501970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Sadiq Kaka Aluu,{'open_now': True},,ChIJow_uenc_sz4RjoL3q5BkQ68,,4.5,ChIJow_uenc_sz4RjoL3q5BkQ68,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,"Plot A, 216 Block D, Block C North Nazimabad Town, Karachi","{'compound_code': 'W2PQ+FQ North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2PQ+FQ'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9370486, 'lng': 67.03961170000001}, 'viewport': {'northeast': {'lat': 24.9384057802915, 'lng': 67.04103428029151}, 'southwest': {'lat': 24.9357078197085, 'lng': 67.0383363197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,ICEKING,,,ChIJHxMa2U8_sz4RbHtZf0VBHww,,5.0,ChIJHxMa2U8_sz4RbHtZf0VBHww,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,"28 qasre Fatima barkate haidry, Block E North Nazimabad Town, Karachi","{'compound_code': 'W2PQ+RR North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2PQ+RR'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9233147, 'lng': 67.0250892}, 'viewport': {'northeast': {'lat': 24.9246608302915, 'lng': 67.0264357302915}, 'southwest': {'lat': 24.9219628697085, 'lng': 67.02373776970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,The Karachi Gaming Zone۔ دی کراچی گیمنگ زون,,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103234150055981667184"">Javaid Aleem</a>'], 'photo_reference': 'AUGGfZl_-jdPU-eNdb7PPI0AVc-pneIZix3pqtb2D-Vp9HTtIQehfKXRiaj4zVLu6fQ6nBKQbGoGmc9dsoRfg6QPPHnhOys30HlPIAcAqlG5sV8FS8H6QqWwYzLrp51Di7_sfrblvy5TAu4H3Y4ULZF4V_S5QaPY3078yswkxpyL4Q8uwDkS', 'width': 3264}]",ChIJ8WNrXME_sz4RbpymIWJHxuw,,4.1,ChIJ8WNrXME_sz4RbpymIWJHxuw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",66.0,"5 - B 10 /10, Block 5 B Block 5 Nazimabad, Karachi","{'compound_code': 'W2FG+82 Nazimabad, Karachi, Pakistan', 'global_code': '7JP9W2FG+82'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9287976, 'lng': 67.0415505}, 'viewport': {'northeast': {'lat': 24.9300841302915, 'lng': 67.04275758029151}, 'southwest': {'lat': 24.9273861697085, 'lng': 67.04005961970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Del Frio,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104461253323067130066"">SYED MUHAMMAD IBRAHIM</a>'], 'photo_reference': 'AUGGfZkcX9hht4PKt-KTsvmR400MQ63gyGLFqNmyVBwg-oPOb6OacxE3NutlhQbbGHZo38ha6VgNHU_Q5e1KukbBM0Fer6SBmLdUVQAcEBGEQeod7L7D-DosZE4FTmu-zSYue2r3IJNp0ACvs2it3e_MtUswXB9DXAUbbGfKCKrA1NmnPRRa', 'width': 3000}]",ChIJyTA94yw_sz4Rjy-oV-jQfv0,,3.8,ChIJyTA94yw_sz4Rjy-oV-jQfv0,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",20.0,"1st Floor Saima Paari Flower, Sharah-e-Humayun, Block F North Nazimabad Town, Karachi","{'compound_code': 'W2HR+GJ North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2HR+GJ'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9259302, 'lng': 67.0209314}, 'viewport': {'northeast': {'lat': 24.9272314802915, 'lng': 67.02225968029151}, 'southwest': {'lat': 24.9245335197085, 'lng': 67.01956171970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Wazir Hotel,,,ChIJfYHFUZQ_sz4RMscVYVAcJkI,,4.0,ChIJfYHFUZQ_sz4RMscVYVAcJkI,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,"W2GC+99F, Bangash Colony, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9376464, 'lng': 67.0412279}, 'viewport': {'northeast': {'lat': 24.9389841302915, 'lng': 67.0426087802915}, 'southwest': {'lat': 24.9362861697085, 'lng': 67.0399108197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Kashif hotel,,,ChIJubarxXo_sz4RxTR92rOYPg0,,5.0,ChIJubarxXo_sz4RxTR92rOYPg0,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"Ahmad market block E Haidery, Block E North Nazimabad Town, Karachi","{'compound_code': 'W2QR+3F North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2QR+3F'}",,8642e4427ffffff
