business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,price_level,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.9439007, 'lng': 67.1498136}, 'viewport': {'northeast': {'lat': 24.9452917302915, 'lng': 67.1512027302915}, 'southwest': {'lat': 24.9425937697085, 'lng': 67.1485047697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Super Zalzala Hotel,,,ChIJbalscwA5sz4RwO_C9UBKF2g,5.0,ChIJbalscwA5sz4RwO_C9UBKF2g,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"W4VX+GWW, Kiran Hospital Road, Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9403143, 'lng': 67.15783809999999}, 'viewport': {'northeast': {'lat': 24.9416474302915, 'lng': 67.1591297802915}, 'southwest': {'lat': 24.9389494697085, 'lng': 67.15643181970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Marhaba Cafeteria مرحبا کیفے ٹیریا,,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102201048120352578138"">Zahir Shah</a>'], 'photo_reference': 'AUGGfZn-TKFA6k6hWFkDHoy7ltkO_2T4kXxH7FZSwkPnZQ7TiNfkw55TKaFCEW2zuIS83N5gydUIOcbdzxOd9aVc6_pyNVkh6CJ7ATFLoaPgZ8CEK_EYU77O5uNfwBpeNTKpbYEOV-HkYci61mEAKhAO54xPaHMyLzc3vOG9BgP8szavo4t4', 'width': 1440}]",ChIJJcL89tU5sz4Rt_7fksU0D6Q,3.8,ChIJJcL89tU5sz4Rt_7fksU0D6Q,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,"W5Q5+R6P, Sector 34 A Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9424495, 'lng': 67.15152069999999}, 'viewport': {'northeast': {'lat': 24.9438565802915, 'lng': 67.1529259302915}, 'southwest': {'lat': 24.9411586197085, 'lng': 67.1502279697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,VIP Tea Stall,,,ChIJOQpQ7uw5sz4RDXZ3nUQvCZs,,ChIJOQpQ7uw5sz4RDXZ3nUQvCZs,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"W5R2+XJC, Kiran Hospital Road, Gulzar-e-Hijri Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9562195, 'lng': 67.147375}, 'viewport': {'northeast': {'lat': 24.9574756302915, 'lng': 67.14863673029151}, 'southwest': {'lat': 24.9547776697085, 'lng': 67.1459387697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Hotel Noman Residensia,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116708628000529662931"">PAK LIV</a>'], 'photo_reference': 'AUGGfZnugXAMchyrJhhn3VM49K0gjqlTwCtXq6M8S0b5xnF6sapBEgxSKRFN_6mBRfUuiOVpeTT28UTJhZo5qIlcgjN4YWoTfYilNEYe2F6vMEOxxvz0rwydOGSNts6u406LFr4Gcj1nTf0Bw5fqYNSJBtBE9CG5ckMadNEoW-aPDxIar0FZ', 'width': 4640}]",ChIJ80ICMn84sz4RR4a0s7dqVTI,4.2,ChIJ80ICMn84sz4RR4a0s7dqVTI,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",95.0,"X44W+FXJ, New Karachi - University Road Link, Sector 30 Gulzar E Hijri Scheme 33, Karachi",,1.0,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9395212, 'lng': 67.1559893}, 'viewport': {'northeast': {'lat': 24.9408418802915, 'lng': 67.1573893802915}, 'southwest': {'lat': 24.9381439197085, 'lng': 67.1546914197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe Qasim,,,ChIJk2kST2c5sz4RlFZOsVBswPc,,ChIJk2kST2c5sz4RlFZOsVBswPc,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"W5Q4+Q9X, Gulzar-e-Hijri Sector 34 A Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9385238, 'lng': 67.1588012}, 'viewport': {'northeast': {'lat': 24.9398979302915, 'lng': 67.16003258029151}, 'southwest': {'lat': 24.9371999697085, 'lng': 67.1573346197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta MashaAllah Hotel,,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106435968101441853070"">TheGMB Expert</a>'], 'photo_reference': 'AUGGfZkdmUyg1sAxRGxWZTlAKX2Q78uzOrIjTNMNvPOC5XzUHZ1vNyggeXAUyka22CEn-t9ov495K7XMao2TepAqqwh7DQLQnSPd2ujTj5bm4EVMuTXx86RiSDrv656-gJTiNh6eUDziS5K6-r_6vka8O2aENiqIrkCToQKWIgc-1IjVK0Q4', 'width': 3968}]",ChIJ7TapVlw5sz4RLvbY4hryjbQ,3.0,ChIJ7TapVlw5sz4RLvbY4hryjbQ,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"W5Q5+CG3, Block 7 Gulistan-e-Johar, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9385563, 'lng': 67.1537003}, 'viewport': {'northeast': {'lat': 24.93991368029151, 'lng': 67.1550471302915}, 'southwest': {'lat': 24.9372157197085, 'lng': 67.15234916970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Mukmuka,,,ChIJR34SPXU5sz4RpCOFKaV2fBs,,ChIJR34SPXU5sz4RpCOFKaV2fBs,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"W5Q3+9FQ, Block 7 Gulistan-e-Johar, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.954178, 'lng': 67.1439765}, 'viewport': {'northeast': {'lat': 24.9554729802915, 'lng': 67.14527778029151}, 'southwest': {'lat': 24.9527750197085, 'lng': 67.1425798197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,کیفے عجوہ,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101318266459869740644"">Younus Tareen</a>'], 'photo_reference': 'AUGGfZkfVnMDs8cf2o_5IV_j6k8zOhVs3NQotYiCADJlBOgYZWqevSCEusiTToXbpAJWa2DhvzYcz5lZT2PhkzjOXhQMq3sJkCEKX4aFifdvLaLanbvR4Qz79uXEIA_7ixyZPRXR6EaEZKrvOA9ZfDOw4TPwPq5jV6wf4BP2Pd9HBj7IW-mB', 'width': 720}]",ChIJWdtzGAA5sz4RyffePDIvoEY,,ChIJWdtzGAA5sz4RyffePDIvoEY,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"X43V+MJ6, Chapal Sun City Main Road, Gulzar-e-Hijri Sector 29 Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9384544, 'lng': 67.15364869999999}, 'viewport': {'northeast': {'lat': 24.9398356802915, 'lng': 67.1549896302915}, 'southwest': {'lat': 24.9371377197085, 'lng': 67.15229166970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Sakhi Zameendar Hotel,{'open_now': True},"[{'height': 1901, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110974603677295704101"">Ahmed Sheraz</a>'], 'photo_reference': 'AUGGfZkNw58p_2-Y-eym3GgS5UYd1TPa6Jtmsqhui5-HC7Qw2n_Y6TAqG_mo_gVuUW0ai0Y2uGCmyJJ8Ye37B-YYZvK7jMtxqpMAmM2YDzD-YJV2gsIvPzq5Q_CLswb-W_jNsxADFymCmuTzTWbbDOPGyEElEKwW-pSIa5QvYhRim5mng6cC', 'width': 2248}]",ChIJvyPly005sz4Rwx5RavNnXOU,4.1,ChIJvyPly005sz4Rwx5RavNnXOU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",29.0,"W5Q3+9FJ, Block 7 Gulistan-e-Johar, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9383325, 'lng': 67.1535706}, 'viewport': {'northeast': {'lat': 24.9397641802915, 'lng': 67.1548989802915}, 'southwest': {'lat': 24.93706621970849, 'lng': 67.1522010197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Agha Mustafa Juice and ice cream centre,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107387030479218799398"">Mo Mo</a>'], 'photo_reference': 'AUGGfZmQsk_wjK4fvFx15_AbPlLoqMvsRGhOAoD53lctXkXWYQQCxhQjqFi5XaijWaooM_dmOStFZym-sZjdSlNCNy5hbiBNIEHoEH1sqE-LvSXBX22-K6e87Pwm4LW7bWF4yk2nX-3wxzhqtqSDRqqHFYg7bZ-E6ghD3vkyPlTlrPZaCpDS', 'width': 649}]",ChIJgcxl8DA5sz4RRllIunc5VSE,4.6,ChIJgcxl8DA5sz4RRllIunc5VSE,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",15.0,"Ittehad Arcade, Main University Road, Block 7 Block 7 Gulistan-e-Johar, Karachi","{'compound_code': 'W5Q3+8C Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W5Q3+8C'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9374366, 'lng': 67.1583768}, 'viewport': {'northeast': {'lat': 24.9387368802915, 'lng': 67.15980753029152}, 'southwest': {'lat': 24.9360389197085, 'lng': 67.1571095697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Marhba Hotel,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117925916767613018208"">Abdul Jabbar Khaskheli</a>'], 'photo_reference': 'AUGGfZmHFRVM8yfrIeFO8QLrYHmK9lwjEFxNR-jhLTgn9MUMoWJK7U_3121EDpeWqyUXbyCIA0EgXu21y3OeAuc93MV1WRoEPPr7E_j66MehTa2ISLbhHfedSTHcjzW6EKf4ymgFZ0LDR7Q1GNQ3PlmgtbFBVsi4yvhLyHBC5ebAIxnXNLMo', 'width': 1080}]",ChIJjUi0SoQ5sz4R6OTUB9ldef8,,ChIJjUi0SoQ5sz4R6OTUB9ldef8,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"Shop G-47, Saima Presidency, Safora roundabout, Gulistan-e-Johar, Karachi","{'compound_code': 'W5P5+X9 Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W5P5+X9'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9384375, 'lng': 67.15306249999999}, 'viewport': {'northeast': {'lat': 24.9397889802915, 'lng': 67.15441098029152}, 'southwest': {'lat': 24.9370910197085, 'lng': 67.1517130197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Furious Foods,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115965730431050183511"">Abdul Rafey</a>'], 'photo_reference': 'AUGGfZkKG-593GwtJFBpNM_LLrtz1MttBnQdiUC630efYJCIsn5Pb1aR-0yfVKKEOVjrM1xwykCPK1754tRAgmhC3SHpO15c1FvADcL0EV7MwieWAbWYCGW2q5af0Mj4EgPdkPrn40wC268Vjn4VDO7Ypcj9dkRI6QG-q94tcPlS8QhSPO7j', 'width': 3024}]",ChIJI2YL1tI5sz4R0q1LtNC0-8A,4.5,ChIJI2YL1tI5sz4R0q1LtNC0-8A,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"W5Q3+963, Block 7 Gulistan-e-Johar, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9580776, 'lng': 67.1450065}, 'viewport': {'northeast': {'lat': 24.95940508029151, 'lng': 67.14638198029151}, 'southwest': {'lat': 24.9567071197085, 'lng': 67.14368401970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe sindhri,,,ChIJKZCO_N9Hsz4RMtB3ovHit20,,ChIJKZCO_N9Hsz4RMtB3ovHit20,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"Main road, A-24, Karachi","{'compound_code': 'X45W+62 Gulzar E Hijri Scheme 33, Karachi, Pakistan', 'global_code': '7JP9X45W+62'}",,,8642e4477ffffff
