business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,reference,scope,types,vicinity,rating,user_ratings_total,price_level,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.9003991, 'lng': 67.20939849999999}, 'viewport': {'northeast': {'lat': 24.9017405802915, 'lng': 67.2107291802915}, 'southwest': {'lat': 24.8990426197085, 'lng': 67.20803121970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,MASHA ALLAH D.J.CORNER,,"[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108038317349366274337"">Abdul Rehman</a>'], 'photo_reference': 'AUGGfZnGzR7KTADjReCZlyU4zEZoXqZobKd3rljCgNs7XQqIuYsuLrJm2cAc0DSrSLkKvW3YWssGZbyWYmGpxjPJvEeA1onWPpRhcth5ma-SMV9cwqCCBLL3KzAAajznE4t1zWF1nABpmfsC6y1gdKkfoaJQVnyH20xFt2JwSUHIZVAJ70OX', 'width': 4000}]",ChIJ-QouBoQ3sz4Ri3fDLjODUtg,,ChIJ-QouBoQ3sz4Ri3fDLjODUtg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","W625+5Q2, Dak'khana Road, Block FN Khokhrapar, Karachi",5.0,2.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.901029, 'lng': 67.193356}, 'viewport': {'northeast': {'lat': 24.9024268302915, 'lng': 67.19469113029149}, 'southwest': {'lat': 24.8997288697085, 'lng': 67.19199316970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Seema Villa,,,ChIJMejhbeY3sz4RuEcjUzhSvJc,"{'compound_code': 'W52V+C8 Model Colony, Karachi, Pakistan', 'global_code': '7JP9W52V+C8'}",ChIJMejhbeY3sz4RuEcjUzhSvJc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","34 Liaquat Ali Khan Road, Model Colony Block 10 Model Colony, Karachi",5.0,1.0,,,8642e4457ffffff
CLOSED_TEMPORARILY,"{'location': {'lat': 24.899504, 'lng': 67.19525879999999}, 'viewport': {'northeast': {'lat': 24.9008928302915, 'lng': 67.19654888029149}, 'southwest': {'lat': 24.8981948697085, 'lng': 67.19385091970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Shoukat Kashmiri Hotel,,,ChIJ0btgsmA3sz4Rlx9pM7Nue3c,,ChIJ0btgsmA3sz4Rlx9pM7Nue3c,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","V5XW+R42, C & D Aarea Saudabad Saudabad, Karachi",4.0,3.0,,True,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8998622, 'lng': 67.20969749999999}, 'viewport': {'northeast': {'lat': 24.9011952802915, 'lng': 67.2110018802915}, 'southwest': {'lat': 24.8984973197085, 'lng': 67.20830391970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Bismillah Cafe Khokhrapar Dakhana Malir,{'open_now': True},"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104413077894821332710"">Ali Asghar Pakistani</a>'], 'photo_reference': 'AUGGfZnlAoDz3vgRaJYa10QpSwRuVvDmWl-6Yu_vR7DZjiB2EEXuYbvvz7IiuGtDUqShcm43cus6nXnm_nvTa80wTqTTYd0j0jm2S5drMVlK4K7Z6GgfLsEOfHbWgaiKxFc3MVGLTkrjkOgBW3B6sk1kpUFKJswbkOjrgEb1vIhirYs-aUvS', 'width': 4160}]",ChIJY0xDyEE3sz4RPHK56_UsZ_M,"{'compound_code': 'V6X5+WV Khokhrapar, Karachi, Pakistan', 'global_code': '7JP9V6X5+WV'}",ChIJY0xDyEE3sz4RPHK56_UsZ_M,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","27/10 Khokhrapar Dak'khana Road, Khokhrapar 1 Khokhrapar, Karachi",4.0,185.0,1.0,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9014946, 'lng': 67.2134231}, 'viewport': {'northeast': {'lat': 24.9028750302915, 'lng': 67.21475628029151}, 'southwest': {'lat': 24.9001770697085, 'lng': 67.2120583197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai Stop,,,ChIJGQ8NO6k3sz4RW8lEQdBwyKI,,ChIJGQ8NO6k3sz4RW8lEQdBwyKI,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","W627+H9V, A.Dawood Road, Khokhrapar Kachi Colony Malir, Karachi",,,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8999443, 'lng': 67.212139}, 'viewport': {'northeast': {'lat': 24.9012528302915, 'lng': 67.2134209302915}, 'southwest': {'lat': 24.89855486970849, 'lng': 67.21072296970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,VIP FRENCH FRIES AND BURGER,{'open_now': False},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101251569161425839565"">wajahat kaleem</a>'], 'photo_reference': 'AUGGfZlurix4s6KBbbskazoGhchO0J8eXPNT61wRPeFdY9s6-OptN0oGbRQbm7mHw267BmiAuwju50fgEo3opkzRrFu5jk18jiSnABKMiN95N-eW2reo7ckhbZTYa_yOJhvyE61nVKALiLUmWe5go8Ei61zy6MAUxNJL6YRtELQ_P49RHAGo', 'width': 1280}]",ChIJq1tOKBI3sz4Rtn3NcUBatcY,,ChIJq1tOKBI3sz4Rtn3NcUBatcY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","V6X6+XVC, Ahmed Abdullah Street, Khokhrapar 1 Khokhrapar, Karachi",5.0,1.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9024236, 'lng': 67.1891971}, 'viewport': {'northeast': {'lat': 24.9037711302915, 'lng': 67.1905508302915}, 'southwest': {'lat': 24.9010731697085, 'lng': 67.1878528697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,کویٹہ امارات ھوٹل,,,ChIJAc1PnyA5sz4R3VgHxnWX-d4,,ChIJAc1PnyA5sz4R3VgHxnWX-d4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","مھران ڈپو, Model Colony, Karachi",,,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9000469, 'lng': 67.2144074}, 'viewport': {'northeast': {'lat': 24.9013926802915, 'lng': 67.2157514302915}, 'southwest': {'lat': 24.8986947197085, 'lng': 67.2130534697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Juma Hotel,,,ChIJnQ4nlvY3sz4RgQ-UguY4Dzk,,ChIJnQ4nlvY3sz4RgQ-UguY4Dzk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","W627+2Q7, Khokhrapar Bhains Colony Kachi Colony Malir, Karachi",3.7,3.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.912109, 'lng': 67.18588780000002}, 'viewport': {'northeast': {'lat': 24.9134845802915, 'lng': 67.18723933029152}, 'southwest': {'lat': 24.9107866197085, 'lng': 67.1845413697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe Karachi Guys,{'open_now': False},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103822506488354056658"">Cafe Karachi Guys</a>'], 'photo_reference': 'AUGGfZk5am28WHAqiLv76M0ddJsEylZouwc0KbGuyLCFLuxkaSgSI_2ye-V9Niqp0aS0EjD-guJLXLVxKyF6kPw8e45ut6ypCJ1fvRp0j04ExVvAr0_p0Jtg4tgqf4MHwZGhSCTJ4reetj9pY9kB0I861LmPUn5W94jZPkVbYLHVvFf5FuJq', 'width': 4128}]",ChIJ_5w75T85sz4RDHbH4XmGm_I,"{'compound_code': 'W56P+R9 Malir Cantonment, Karachi, Pakistan', 'global_code': '7JP9W56P+R9'}",ChIJ_5w75T85sz4RDHbH4XmGm_I,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Kazimabad, Model Colony Malir Cantonment, Karachi",4.2,133.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9002925, 'lng': 67.21524699999999}, 'viewport': {'northeast': {'lat': 24.9016793802915, 'lng': 67.21656623029149}, 'southwest': {'lat': 24.89898141970849, 'lng': 67.21386826970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Adhoo Bhai Hotel,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107351905577896914278"">Shakeel Ahmed Kehar</a>'], 'photo_reference': 'AUGGfZmhor2DtVRy8AU_T4a9gmuXAWegiX7IBNO7uMmgdsa7VwiWUxr4ZPzYFPCDxShAqP1Oq2odDcmFxO4VgM-e_m4c0NNrgxg_H1OivAF_NyQlxeLc-OxYfnVUG_1y-RbIj5CdF-EkdQ5YCzL4UBQjT5TL1JSW-vB9VuRq9EdmuOroLcra', 'width': 4608}]",ChIJOy9quT83sz4Rxn3v8gqFd4s,,ChIJOy9quT83sz4Rxn3v8gqFd4s,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","W628+439, Gharibabad Malir Cantonment, Karachi",4.3,106.0,1.0,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9012428, 'lng': 67.2164446}, 'viewport': {'northeast': {'lat': 24.9026129302915, 'lng': 67.2178307802915}, 'southwest': {'lat': 24.8999149697085, 'lng': 67.21513281970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Mosa Hotal Cafe,,,ChIJx3o32Nw3sz4Ra2wjLW-EUjg,,ChIJx3o32Nw3sz4Ra2wjLW-EUjg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","W628+FHW, Babul Islam Road, Khokhrapar Kachi Colony Malir, Karachi",,,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9032259, 'lng': 67.1862599}, 'viewport': {'northeast': {'lat': 24.90450973029151, 'lng': 67.1875991302915}, 'southwest': {'lat': 24.9018117697085, 'lng': 67.1849011697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta cafe,{'open_now': True},,ChIJ1dYWbwA5sz4RfMHa62fgAc4,,ChIJ1dYWbwA5sz4RfMHa62fgAc4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","W53P+7G3, Branch Road, Model Colony Sheet 26 Model Colony, Karachi",,,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8944358, 'lng': 67.1954075}, 'viewport': {'northeast': {'lat': 24.8957568802915, 'lng': 67.19679698029151}, 'southwest': {'lat': 24.8930589197085, 'lng': 67.1940990197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Fazal Tea Stall,,,ChIJeTYQRSE3sz4RRYul2EOyAF8,,ChIJeTYQRSE3sz4RRYul2EOyAF8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","V5VW+Q5F, Saudabad Malir Cantonment, Karachi",3.0,2.0,,,8642e4457ffffff
