business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,permanently_closed,price_level,hex_id
CLOSED_TEMPORARILY,"{'location': {'lat': 24.8433506, 'lng': 67.1004229}, 'viewport': {'northeast': {'lat': 24.8446337802915, 'lng': 67.1017861802915}, 'southwest': {'lat': 24.8419358197085, 'lng': 67.09908821970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Golden pan shop,,ChIJzZsbLh07sz4RST_YOQzvvVg,,4.0,ChIJzZsbLh07sz4RST_YOQzvvVg,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"R4V2+77G, Mehran Town Sector 6 F Korangi, Karachi",,True,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8456277, 'lng': 67.0998218}, 'viewport': {'northeast': {'lat': 24.8469840802915, 'lng': 67.1011600802915}, 'southwest': {'lat': 24.8442861197085, 'lng': 67.0984621197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Arafat Hotel,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114919578576120156049"">Badar Siddiqi</a>'], 'photo_reference': 'AUGGfZlHjXAfvNiwiOeAbCbGK415QCvMVUdRDPV_IAEFRY3NB98GRvYqW1gfTZl28uTD6WQCocBlbhGEjTPDQNYba1CaRxXDtwyWC98NnOO6lk6Hw3ypMIkrAAUT6XW5MFdYu7LOgHaDCLHCtFtK6TryZ0LaKrAie1VWdFUfkfisTT7r2HMF', 'width': 4160}]",ChIJ4WBKJZQ7sz4RTwHUA3loopg,"{'compound_code': 'R3WX+7W Korangi, Karachi, Pakistan', 'global_code': '7JP9R3WX+7W'}",,ChIJ4WBKJZQ7sz4RTwHUA3loopg,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"Plot 358, Mehran Town Sector 6 A Korangi, Karachi",{'open_now': True},,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.83266009999999, 'lng': 67.1110763}, 'viewport': {'northeast': {'lat': 24.8340886802915, 'lng': 67.1124032802915}, 'southwest': {'lat': 24.83139071970849, 'lng': 67.1097053197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Watan Dost Hotel,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107869730538629633777"">Zeeshan A. Khan</a>'], 'photo_reference': 'AUGGfZl35tdZ9LfAusbaKVZOphZBEKh0eBoAVhsRXi3peHGCp6y0jf-1WiNwCgRsFsvzvl63PUP40RVVxE26JL6Hh28xk7qWq7VlgKUFFqMLveHStOeE2p-fpG0ElXq6UFydJ4CQvVKtTeBhVhQ0qqmsicNGqcK7qnDPHHmxmTjxJPnemTC3', 'width': 1872}]",ChIJGyDVnF87sz4R-lf3j8uinP0,"{'compound_code': 'R4M6+3C Korangi, Karachi, Pakistan', 'global_code': '7JP9R4M6+3C'}",,ChIJGyDVnF87sz4R-lf3j8uinP0,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"ST 1/2, Allah Wala Town Sector 31 C1 Korangi, Karachi",,,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8315344, 'lng': 67.11862409999999}, 'viewport': {'northeast': {'lat': 24.8329059302915, 'lng': 67.11996793029151}, 'southwest': {'lat': 24.83020796970849, 'lng': 67.11726996970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,QuetaTea Murtaza cafe,,ChIJMQTNYqs7sz4R8Yh8mZjlG6Q,,4.0,ChIJMQTNYqs7sz4R8Yh8mZjlG6Q,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,"R4J9+JC9, Unnamed Road, P&T Society P&T Chs Sector 31 D Korangi, Karachi",,,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8318085, 'lng': 67.1111604}, 'viewport': {'northeast': {'lat': 24.8331472302915, 'lng': 67.1124587802915}, 'southwest': {'lat': 24.8304492697085, 'lng': 67.1097608197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,SubhanAllah Cafe University,,ChIJX50Yu107sz4R7iCOM7p2rao,"{'compound_code': 'R4J6+PF Korangi, Karachi, Pakistan', 'global_code': '7JP9R4J6+PF'}",4.0,ChIJX50Yu107sz4R7iCOM7p2rao,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,"Plot R 5, Allahwala Town - Sector 31B Allah Wala Town Sector 31 C1 Korangi, Karachi",,,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8328997, 'lng': 67.12540299999999}, 'viewport': {'northeast': {'lat': 24.8342491802915, 'lng': 67.12675413029152}, 'southwest': {'lat': 24.8315512197085, 'lng': 67.1240561697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,quetta kaka hotel,,ChIJyZSD7yU7sz4ROgpCkxMtPNM,,,ChIJyZSD7yU7sz4ROgpCkxMtPNM,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"R4MG+552, Zia Colony Korangi Sector 32 A Korangi, Karachi",{'open_now': True},,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8317008, 'lng': 67.12271849999999}, 'viewport': {'northeast': {'lat': 24.8330490802915, 'lng': 67.1240676802915}, 'southwest': {'lat': 24.8303511197085, 'lng': 67.12136971970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Shah Alam Pan Shop,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110765633591681797338"">Shah Alam Pan Shop</a>'], 'photo_reference': 'AUGGfZlatZh4Y2uPXj2H91JBd80W4-wuejZxaBFFYuBSf4YSbPtpAI4KfDKIHg6Obey6CHwPNf-MbWFqEiiypCW-RWyRGr-SXrfcXzTyJApyEGXPtbZ9uNFwCW9S7oIwGYkT3uPjulCiMm-Ph7etD-ikGCLMSQWmgNP3pZl5cXizpCy10nbP', 'width': 2592}]",ChIJ7X96t7w7sz4RR1wvjkVxbe4,"{'compound_code': 'R4JF+M3 Korangi, Karachi, Pakistan', 'global_code': '7JP9R4JF+M3'}",4.2,ChIJ7X96t7w7sz4RR1wvjkVxbe4,GOOGLE,"['cafe', 'finance', 'food', 'store', 'point_of_interest', 'establishment']",26.0,"Unnamed Road, Zia Colony Korangi Sector 32 A Korangi, Karachi",{'open_now': True},,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8316205, 'lng': 67.1227371}, 'viewport': {'northeast': {'lat': 24.8329568802915, 'lng': 67.12401543029151}, 'southwest': {'lat': 24.8302589197085, 'lng': 67.12131746970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Ma Shaa Allah Qalandri Hotel,"[{'height': 3104, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109739497061465204751"">Usman Ghani</a>'], 'photo_reference': 'AUGGfZnlMN40mRinA3Ko8A2XY1X7UG-mIrFcNoxrBKEKF1fuzyQrRPDVZ68ty5Ijj_ajZtoLbdYrILacteImyvbFRXhqBMbgmxtw7LueW9eMmAIyqDPmG3VQjblt3YsLEiCB56xufoFFggWd4derduAiEOyVv1W2bGre2ypEiOxx_PC4WHZg', 'width': 3104}]",ChIJP1wamMg7sz4R-3b1eC7eTPs,,3.5,ChIJP1wamMg7sz4R-3b1eC7eTPs,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"R4JF+J3X, UMDC Road, Zia Colony Korangi Sector 32 A Korangi, Karachi",{'open_now': True},,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8418632, 'lng': 67.1340572}, 'viewport': {'northeast': {'lat': 24.8431852802915, 'lng': 67.1352701302915}, 'southwest': {'lat': 24.8404873197085, 'lng': 67.1325721697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Pakistan Jeddah Restaurant,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114247091262843422985"">Sajid Ali</a>'], 'photo_reference': 'AUGGfZlvhWdw9OusHDVYLs24FE5WaRfatq3XC0F0tVNEEhc3L7RF6IZ-FlDiCV9umUm6JKUyQigrVo9eAxaE2JW48D81YoZj_6e10Cwm8OGouou_B4JWbrk81BNIsBoqtQPOOu36NChCmSC1VY0ltHkZoMQfEyAVQtmL1iCtm4cvSEmGHiXA', 'width': 2448}]",ChIJs0vzXLY7sz4RwL1HXn0OPDc,,4.3,ChIJs0vzXLY7sz4RwL1HXn0OPDc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",22.0,"R4RM+PJV, Sector 17, Karachi",{'open_now': True},,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.82987379999999, 'lng': 67.1116226}, 'viewport': {'northeast': {'lat': 24.8312126302915, 'lng': 67.1129174802915}, 'southwest': {'lat': 24.82851466970849, 'lng': 67.11021951970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Aizaz Hotel (Barkat),"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112335971707529576735"">Ameer Bakhsh (Barkat)</a>'], 'photo_reference': 'AUGGfZkf-EV2xiA6XEdIZJrAVkRGg01WTP0l_w0ya-SOg69PMwpFf38HG4jA4Qy87B_GSiOUWMWFeQO_u6D_Ur0NqwkzQuIDiS8NZxd77a2OvkDxJdpLB3h8i9Ghq9w44zOfsAxwiDe0TFr1dmFWyHkgZ67MhBmFwfW7NgXlq8rNrcN-u0pG', 'width': 1920}]",ChIJrxDlOwA7sz4RyNqamia1R_s,"{'compound_code': 'R4H6+WJ Korangi, Karachi, Pakistan', 'global_code': '7JP9R4H6+WJ'}",5.0,ChIJrxDlOwA7sz4RyNqamia1R_s,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"Plot R 290, Allahwala Town - Sector 31B Allah Wala Town Sector 31 C1 Korangi, Karachi",,,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8317026, 'lng': 67.10573099999999}, 'viewport': {'northeast': {'lat': 24.8330512802915, 'lng': 67.1070777802915}, 'southwest': {'lat': 24.8303533197085, 'lng': 67.1043798197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Darbar Hotel,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108890299040495142974"">Akram Sheikh</a>'], 'photo_reference': 'AUGGfZnZXotnTY4QpFXArJiX8b68QeKSDRrL1Cb2QuI3PU5_avJI7A9apabhTuf-JPB5BzsWe3r228yD1Y7o8uZbmshgMBh1QmnQmkXVuZLy3_gkAz8l2SNtAXYXwnTQrnaXakczFJCmiZWqbWIS3NjEIAVBJggQ_zJEZMIvh3wvopehdWAx', 'width': 1080}]",ChIJhftoESo7sz4RKbkRoVpLfG8,,5.0,ChIJhftoESo7sz4RKbkRoVpLfG8,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"R4J4+J5Q, Allah Wala Town Road, Allah Wala Town Sector 31 A Korangi, Karachi",,,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8291658, 'lng': 67.1218347}, 'viewport': {'northeast': {'lat': 24.83051053029151, 'lng': 67.12316038029151}, 'southwest': {'lat': 24.8278125697085, 'lng': 67.12046241970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta alhabib hotel,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115738726410672398810"">Ashar Gul</a>'], 'photo_reference': 'AUGGfZnIeCXFH3_fti4jgc53q7ru7W--k0uLmVuXjsx3ga_8D0lPlIbAy4g8EYtxN-GEDs7oUVONuGj-0nECtZ8kA7ruaLa_gR58D2NZ44M-_R4BRAFHjZEt-iC9Ywz-2u_76apELW7CFJ5ScXKiA3jBAGnXhwb9YGd3iy9NxUUdEqor57df', 'width': 1080}]",ChIJi4RIBqI7sz4RGh39W3BpsEM,,4.0,ChIJi4RIBqI7sz4RGh39W3BpsEM,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"R4HC+MP8, P&T Society P&T Chs Sector 31 D Korangi, Karachi",,,,8642e441fffffff
OPERATIONAL,"{'location': {'lat': 24.8286059, 'lng': 67.1196083}, 'viewport': {'northeast': {'lat': 24.8299713302915, 'lng': 67.1209531802915}, 'southwest': {'lat': 24.8272733697085, 'lng': 67.11825521970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Star Piala Hotel,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100378266831181660205"">Mighty Ink</a>'], 'photo_reference': 'AUGGfZml4GWlZmnLTXuSmo9J5hMciuVYt6_UjmNDduDNua34l2g0eTu3O6pPZcU5I-Zt9UpM-tmSHjApGzY6WLKDazGJgWdaEGq9WnAcUi5PcSlOW7N0Djm64SAOJoGGd2cJEbFLQY8DunYARiU3D_XAbBLo9PMpaahQky23mhN7BDTdF5JH', 'width': 3120}]",ChIJi_E2oT87sz4R8VtRs3vT7P0,,4.1,ChIJi_E2oT87sz4R8VtRs3vT7P0,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",18.0,"R4H9+CRX, Unnamed Road, P&T Society P&T Chs Sector 31 D Korangi, Karachi",{'open_now': True},,,8642e441fffffff
